Time,Price,Direction,Result
2024-01-01 20:46:00,1.69228,UP,Win
2024-01-01 20:47:00,1.68458,UP,Lose
2024-01-01 20:48:00,1.68692,UP,Lose
2024-01-01 20:49:00,1.67136,DOWN,Lose
2024-01-01 20:50:00,1.67467,UP,Win
2024-01-01 20:51:00,1.683,DOWN,Lose
2024-01-01 20:52:00,1.66307,UP,Win
2024-01-01 20:53:00,1.66681,DOWN,Lose
2024-01-01 20:54:00,1.67908,UP,Lose
2024-01-01 20:55:00,1.66699,DOWN,Lose
2024-01-01 20:56:00,1.68371,UP,Lose
2024-01-01 20:57:00,1.6879,DOWN,Win
2024-01-01 20:58:00,1.68085,DOWN,Win
2024-01-01 20:59:00,1.6803,UP,Lose
2024-01-01 21:00:00,1.68588,DOWN,Win
2024-01-01 21:01:00,1.68664,DOWN,Win
2024-01-01 21:02:00,1.69203,UP,Lose
2024-01-01 21:03:00,1.68282,UP,Win
2024-01-01 21:04:00,1.68451,DOWN,Win
2024-01-01 21:05:00,1.67038,UP,Win
2024-01-01 21:06:00,1.66926,UP,Win
2024-01-01 21:07:00,1.66023,UP,Lose
2024-01-01 21:08:00,1.65287,DOWN,Lose
2024-01-01 21:09:00,1.66523,DOWN,Win
2024-01-01 21:10:00,1.67614,DOWN,Lose
2024-01-01 21:11:00,1.68224,DOWN,Lose
2024-01-01 21:12:00,1.67131,DOWN,Lose
2024-01-01 21:13:00,1.66815,DOWN,Win
2024-01-01 21:14:00,1.68028,DOWN,Win
2024-01-01 21:15:00,1.6817,UP,Lose
2024-01-01 21:16:00,1.70489,DOWN,Lose
2024-01-01 21:17:00,1.70882,DOWN,Win
2024-01-01 21:18:00,1.71074,UP,Lose
2024-01-01 21:19:00,1.70765,UP,Win
2024-01-01 21:20:00,1.70899,UP,Lose
2024-01-01 21:21:00,1.70746,DOWN,Win
2024-01-01 21:22:00,1.71454,UP,Win
2024-01-01 21:23:00,1.72411,DOWN,Win
2024-01-01 21:24:00,1.71625,DOWN,Win
2024-01-01 21:25:00,1.70294,DOWN,Lose
2024-01-01 21:26:00,1.68458,UP,Win
2024-01-01 21:27:00,1.68966,UP,Lose
2024-01-01 21:28:00,1.67862,DOWN,Win
2024-01-01 21:29:00,1.65709,DOWN,Win
2024-01-01 21:30:00,1.66098,DOWN,Lose
2024-01-01 21:31:00,1.68591,UP,Lose
2024-01-01 21:32:00,1.68585,DOWN,Lose
2024-01-01 21:33:00,1.69423,UP,Win
2024-01-01 21:34:00,1.69505,DOWN,Win
2024-01-01 21:35:00,1.69406,UP,Lose
2024-01-01 21:36:00,1.70325,DOWN,Win
2024-01-01 21:37:00,1.70035,UP,Lose
2024-01-01 21:38:00,1.70303,UP,Win
2024-01-01 21:39:00,1.70624,UP,Win
2024-01-01 21:40:00,1.69956,UP,Win
2024-01-01 21:41:00,1.70948,UP,Lose
2024-01-01 21:42:00,1.70773,UP,Win
2024-01-01 21:43:00,1.70018,DOWN,Lose
2024-01-01 21:44:00,1.70554,DOWN,Lose
2024-01-01 21:45:00,1.69656,DOWN,Win
2024-01-01 21:46:00,1.69684,DOWN,Lose
2024-01-01 21:47:00,1.69675,UP,Lose
2024-01-01 21:48:00,1.70761,DOWN,Win
2024-01-01 21:49:00,1.71235,UP,Lose
2024-01-01 21:50:00,1.7121,UP,Lose
2024-01-01 21:51:00,1.72028,UP,Win
2024-01-01 21:52:00,1.73418,DOWN,Win
2024-01-01 21:53:00,1.73976,UP,Win
2024-01-01 21:54:00,1.73986,DOWN,Lose
2024-01-01 21:55:00,1.72674,DOWN,Lose
2024-01-01 21:56:00,1.71609,DOWN,Win
2024-01-01 21:57:00,1.71304,DOWN,Lose
2024-01-01 21:58:00,1.70695,DOWN,Win
2024-01-01 21:59:00,1.70508,UP,Win
2024-01-01 22:00:00,1.70564,UP,Win
2024-01-01 22:01:00,1.71094,DOWN,Lose
2024-01-01 22:02:00,1.71023,UP,Lose
2024-01-01 22:03:00,1.7151,DOWN,Win
2024-01-01 22:04:00,1.71574,UP,Win
2024-01-01 22:05:00,1.69599,UP,Lose
2024-01-01 22:06:00,1.6866,UP,Win
2024-01-01 22:07:00,1.68516,UP,Lose
2024-01-01 22:08:00,1.67306,UP,Win
2024-01-01 22:09:00,1.67906,UP,Win
2024-01-01 22:10:00,1.69437,UP,Lose
2024-01-01 22:11:00,1.70655,UP,Lose
2024-01-01 22:12:00,1.70442,UP,Lose
2024-01-01 22:13:00,1.71933,UP,Lose
2024-01-01 22:14:00,1.72081,UP,Lose
2024-01-01 22:15:00,1.71744,UP,Win
2024-01-01 22:16:00,1.71131,UP,Win
2024-01-01 22:17:00,1.70828,DOWN,Lose
2024-01-01 22:18:00,1.7044,UP,Lose
2024-01-01 22:19:00,1.70611,UP,Win
2024-01-01 22:20:00,1.70771,UP,Win
2024-01-01 22:21:00,1.70774,UP,Lose
2024-01-01 22:22:00,1.71211,UP,Lose
2024-01-01 22:23:00,1.72402,UP,Win
2024-01-01 22:24:00,1.73351,DOWN,Lose
2024-01-01 22:25:00,1.71866,DOWN,Win
2024-01-01 22:26:00,1.69313,DOWN,Win
2024-01-01 22:27:00,1.70247,UP,Lose
2024-01-01 22:28:00,1.6888,UP,Win
2024-01-01 22:29:00,1.68655,UP,Win
2024-01-01 22:30:00,1.67485,DOWN,Win
2024-01-01 22:31:00,1.65683,UP,Lose
2024-01-01 22:32:00,1.66225,UP,Win
2024-01-01 22:33:00,1.66984,DOWN,Lose
2024-01-01 22:34:00,1.66407,DOWN,Win
2024-01-01 22:35:00,1.63816,UP,Win
2024-01-01 22:36:00,1.6327,UP,Win
2024-01-01 22:37:00,1.63662,UP,Win
2024-01-01 22:38:00,1.62183,UP,Win
2024-01-01 22:39:00,1.62366,DOWN,Lose
2024-01-01 22:40:00,1.62351,UP,Lose
2024-01-01 22:41:00,1.6293,UP,Win
2024-01-01 22:42:00,1.6305,DOWN,Lose
2024-01-01 22:43:00,1.62077,UP,Lose
2024-01-01 22:44:00,1.63273,UP,Win
2024-01-01 22:45:00,1.63115,DOWN,Lose
2024-01-01 22:46:00,1.63087,DOWN,Lose
2024-01-01 22:47:00,1.62154,UP,Lose
2024-01-01 22:48:00,1.61711,DOWN,Lose
2024-01-01 22:49:00,1.60826,DOWN,Win
2024-01-01 22:50:00,1.60653,UP,Lose
2024-01-01 22:51:00,1.62365,DOWN,Win
2024-01-01 22:52:00,1.60993,UP,Win
2024-01-01 22:53:00,1.59379,UP,Lose
2024-01-01 22:54:00,1.60851,UP,Win
2024-01-01 22:55:00,1.60641,UP,Lose
2024-01-01 22:56:00,1.59972,DOWN,Win
2024-01-01 22:57:00,1.61012,UP,Lose
2024-01-01 22:58:00,1.60406,UP,Lose
2024-01-01 22:59:00,1.62232,UP,Win
2024-01-01 23:00:00,1.6291,UP,Lose
2024-01-01 23:01:00,1.62422,DOWN,Lose
2024-01-01 23:02:00,1.6458,DOWN,Lose
2024-01-01 23:03:00,1.63974,DOWN,Lose
2024-01-01 23:04:00,1.64716,UP,Win
2024-01-01 23:05:00,1.65015,DOWN,Win
2024-01-01 23:06:00,1.66317,DOWN,Win
2024-01-01 23:07:00,1.67879,UP,Lose
2024-01-01 23:08:00,1.67911,DOWN,Win
2024-01-01 23:09:00,1.67157,UP,Lose
2024-01-01 23:10:00,1.67617,DOWN,Lose
2024-01-01 23:11:00,1.66939,DOWN,Lose
2024-01-01 23:12:00,1.68953,DOWN,Win
2024-01-01 23:13:00,1.69089,DOWN,Win
2024-01-01 23:14:00,1.68724,UP,Win
2024-01-01 23:15:00,1.68909,UP,Win
2024-01-01 23:16:00,1.67562,DOWN,Lose
2024-01-01 23:17:00,1.6659,UP,Win
2024-01-01 23:18:00,1.6779,DOWN,Win
2024-01-01 23:19:00,1.67134,DOWN,Win
2024-01-01 23:20:00,1.66087,DOWN,Win
2024-01-01 23:21:00,1.66623,DOWN,Lose
2024-01-01 23:22:00,1.67809,DOWN,Win
2024-01-01 23:23:00,1.68528,DOWN,Win
2024-01-01 23:24:00,1.69524,UP,Win
2024-01-01 23:25:00,1.68767,UP,Lose
2024-01-01 23:26:00,1.67345,DOWN,Win
2024-01-01 23:27:00,1.68847,UP,Win
2024-01-01 23:28:00,1.68524,DOWN,Win
2024-01-01 23:29:00,1.68273,UP,Lose
2024-01-01 23:30:00,1.69601,UP,Lose
2024-01-01 23:31:00,1.70158,UP,Win
2024-01-01 23:32:00,1.70614,DOWN,Win
2024-01-01 23:33:00,1.72779,UP,Lose
2024-01-01 23:34:00,1.72135,DOWN,Lose
2024-01-01 23:35:00,1.73063,DOWN,Lose
2024-01-01 23:36:00,1.7312,DOWN,Lose
2024-01-01 23:37:00,1.73388,UP,Lose
2024-01-01 23:38:00,1.74917,UP,Win
2024-01-01 23:39:00,1.75425,UP,Win
2024-01-01 23:40:00,1.75963,DOWN,Win
2024-01-01 23:41:00,1.77036,DOWN,Win
2024-01-01 23:42:00,1.76671,UP,Lose
2024-01-01 23:43:00,1.75831,DOWN,Lose
2024-01-01 23:44:00,1.74787,UP,Lose
2024-01-01 23:45:00,1.7282,UP,Lose
2024-01-01 23:46:00,1.74876,UP,Lose
2024-01-01 23:47:00,1.73773,UP,Win
2024-01-01 23:48:00,1.73552,DOWN,Win
2024-01-01 23:49:00,1.73275,UP,Win
2024-01-01 23:50:00,1.73583,UP,Win
2024-01-01 23:51:00,1.74398,UP,Win
2024-01-01 23:52:00,1.75259,UP,Lose
2024-01-01 23:53:00,1.74676,UP,Lose
2024-01-01 23:54:00,1.74509,UP,Lose
2024-01-01 23:55:00,1.74791,UP,Lose
2024-01-01 23:56:00,1.74542,DOWN,Lose
2024-01-01 23:57:00,1.7615,DOWN,Win
2024-01-01 23:58:00,1.76641,DOWN,Win
2024-01-01 23:59:00,1.77376,DOWN,Win
2024-01-02 00:00:00,1.78039,UP,Lose
2024-01-02 00:01:00,1.79212,DOWN,Lose
2024-01-02 00:02:00,1.79393,DOWN,Lose
2024-01-02 00:03:00,1.78096,DOWN,Lose
2024-01-02 00:04:00,1.78496,UP,Win
2024-01-02 00:05:00,1.77845,DOWN,Lose
2024-01-02 00:06:00,1.77316,DOWN,Win
2024-01-02 00:07:00,1.77902,UP,Lose
2024-01-02 00:08:00,1.79141,DOWN,Win
2024-01-02 00:09:00,1.79162,UP,Lose
2024-01-02 00:10:00,1.79471,DOWN,Lose
2024-01-02 00:11:00,1.81173,UP,Win
2024-01-02 00:12:00,1.81414,DOWN,Win
2024-01-02 00:13:00,1.84015,DOWN,Lose
2024-01-02 00:14:00,1.84581,DOWN,Win
2024-01-02 00:15:00,1.8282,UP,Lose
2024-01-02 00:16:00,1.83573,DOWN,Lose
2024-01-02 00:17:00,1.83955,UP,Win
2024-01-02 00:18:00,1.85244,UP,Lose
2024-01-02 00:19:00,1.85918,UP,Lose
2024-01-02 00:20:00,1.85779,UP,Win
2024-01-02 00:21:00,1.84555,DOWN,Lose
2024-01-02 00:22:00,1.84346,DOWN,Lose
2024-01-02 00:23:00,1.83495,DOWN,Lose
2024-01-02 00:24:00,1.82915,UP,Lose
2024-01-02 00:25:00,1.83503,DOWN,Win
2024-01-02 00:26:00,1.85173,UP,Win
2024-01-02 00:27:00,1.85568,UP,Win
2024-01-02 00:28:00,1.84372,UP,Lose
2024-01-02 00:29:00,1.84817,DOWN,Win
2024-01-02 00:30:00,1.86013,DOWN,Win
2024-01-02 00:31:00,1.85403,UP,Win
2024-01-02 00:32:00,1.85269,DOWN,Lose
2024-01-02 00:33:00,1.85284,DOWN,Win
2024-01-02 00:34:00,1.84499,UP,Win
2024-01-02 00:35:00,1.85147,UP,Lose
2024-01-02 00:36:00,1.85027,DOWN,Lose
2024-01-02 00:37:00,1.85446,UP,Lose
2024-01-02 00:38:00,1.84559,UP,Lose
2024-01-02 00:39:00,1.84121,DOWN,Lose
2024-01-02 00:40:00,1.84843,DOWN,Lose
2024-01-02 00:41:00,1.84471,UP,Win
2024-01-02 00:42:00,1.86198,DOWN,Win
2024-01-02 00:43:00,1.85798,UP,Lose
2024-01-02 00:44:00,1.86023,UP,Lose
2024-01-02 00:45:00,1.86955,DOWN,Win
2024-01-02 00:46:00,1.85537,UP,Lose
2024-01-02 00:47:00,1.83776,UP,Lose
2024-01-02 00:48:00,1.8225,UP,Win
2024-01-02 00:49:00,1.83513,DOWN,Lose
2024-01-02 00:50:00,1.82961,DOWN,Lose
2024-01-02 00:51:00,1.85519,DOWN,Win
2024-01-02 00:52:00,1.84955,UP,Win
2024-01-02 00:53:00,1.8514,UP,Win
2024-01-02 00:54:00,1.86682,DOWN,Win
2024-01-02 00:55:00,1.88688,DOWN,Win
2024-01-02 00:56:00,1.90749,DOWN,Lose
2024-01-02 00:57:00,1.91958,UP,Lose
2024-01-02 00:58:00,1.92982,DOWN,Lose
2024-01-02 00:59:00,1.93574,UP,Lose
2024-01-02 01:00:00,1.94353,DOWN,Lose
2024-01-02 01:01:00,1.93801,UP,Win
2024-01-02 01:02:00,1.92983,UP,Lose
2024-01-02 01:03:00,1.9298,DOWN,Lose
2024-01-02 01:04:00,1.9281,UP,Lose
2024-01-02 01:05:00,1.92357,DOWN,Lose
2024-01-02 01:06:00,1.93053,UP,Lose
2024-01-02 01:07:00,1.94008,UP,Win
2024-01-02 01:08:00,1.94097,DOWN,Lose
2024-01-02 01:09:00,1.95574,UP,Lose
2024-01-02 01:10:00,1.94432,DOWN,Lose
2024-01-02 01:11:00,1.94239,DOWN,Lose
2024-01-02 01:12:00,1.93522,DOWN,Lose
2024-01-02 01:13:00,1.91655,UP,Lose
2024-01-02 01:14:00,1.91573,UP,Win
2024-01-02 01:15:00,1.91451,UP,Lose
2024-01-02 01:16:00,1.92964,DOWN,Win
2024-01-02 01:17:00,1.93595,DOWN,Win
2024-01-02 01:18:00,1.92571,UP,Lose
2024-01-02 01:19:00,1.94425,UP,Lose
2024-01-02 01:20:00,1.95646,DOWN,Lose
2024-01-02 01:21:00,1.96228,UP,Win
2024-01-02 01:22:00,1.96002,DOWN,Lose
2024-01-02 01:23:00,1.95042,UP,Lose
2024-01-02 01:24:00,1.9467,DOWN,Lose
2024-01-02 01:25:00,1.95759,UP,Win
2024-01-02 01:26:00,1.97644,UP,Win
2024-01-02 01:27:00,1.99187,DOWN,Lose
2024-01-02 01:28:00,1.98698,DOWN,Win
2024-01-02 01:29:00,1.97578,DOWN,Lose
2024-01-02 01:30:00,1.97719,UP,Win
2024-01-02 01:31:00,1.95951,DOWN,Lose
2024-01-02 01:32:00,1.96274,DOWN,Win
2024-01-02 01:33:00,1.96126,UP,Lose
2024-01-02 01:34:00,1.9566,DOWN,Lose
2024-01-02 01:35:00,1.94066,DOWN,Win
2024-01-02 01:36:00,1.94579,DOWN,Win
2024-01-02 01:37:00,1.94046,UP,Win
2024-01-02 01:38:00,1.92877,UP,Win
2024-01-02 01:39:00,1.90004,UP,Win
2024-01-02 01:40:00,1.89977,DOWN,Lose
2024-01-02 01:41:00,1.91749,UP,Lose
2024-01-02 01:42:00,1.9341,DOWN,Win
2024-01-02 01:43:00,1.92953,DOWN,Lose
2024-01-02 01:44:00,1.92351,DOWN,Lose
2024-01-02 01:45:00,1.9282,UP,Win
2024-01-02 01:46:00,1.91821,UP,Lose
2024-01-02 01:47:00,1.92123,DOWN,Lose
2024-01-02 01:48:00,1.92889,DOWN,Win
2024-01-02 01:49:00,1.94116,UP,Win
2024-01-02 01:50:00,1.94016,UP,Lose
2024-01-02 01:51:00,1.93812,UP,Win
2024-01-02 01:52:00,1.92934,DOWN,Lose
2024-01-02 01:53:00,1.92107,UP,Win
2024-01-02 01:54:00,1.91881,UP,Win
2024-01-02 01:55:00,1.92248,UP,Win
2024-01-02 01:56:00,1.93162,DOWN,Win
2024-01-02 01:57:00,1.92359,UP,Lose
2024-01-02 01:58:00,1.93851,DOWN,Win
2024-01-02 01:59:00,1.9358,DOWN,Win
2024-01-02 02:00:00,1.93559,DOWN,Lose
2024-01-02 02:01:00,1.92812,UP,Lose
2024-01-02 02:02:00,1.90388,UP,Lose
2024-01-02 02:03:00,1.91272,UP,Lose
2024-01-02 02:04:00,1.92008,DOWN,Win
2024-01-02 02:05:00,1.91727,UP,Lose
2024-01-02 02:06:00,1.91794,DOWN,Win
2024-01-02 02:07:00,1.9231,UP,Lose
2024-01-02 02:08:00,1.90747,UP,Win
2024-01-02 02:09:00,1.90218,UP,Lose
2024-01-02 02:10:00,1.91013,UP,Win
2024-01-02 02:11:00,1.89758,DOWN,Win
2024-01-02 02:12:00,1.90052,DOWN,Lose
2024-01-02 02:13:00,1.88695,DOWN,Win
2024-01-02 02:14:00,1.89162,DOWN,Win
2024-01-02 02:15:00,1.89126,UP,Win
2024-01-02 02:16:00,1.87511,DOWN,Win
2024-01-02 02:17:00,1.88676,DOWN,Lose
2024-01-02 02:18:00,1.87941,DOWN,Win
2024-01-02 02:19:00,1.87131,UP,Win
2024-01-02 02:20:00,1.87331,DOWN,Lose
2024-01-02 02:21:00,1.8848,DOWN,Lose
2024-01-02 02:22:00,1.87464,UP,Lose
2024-01-02 02:23:00,1.87526,UP,Win
2024-01-02 02:24:00,1.87955,DOWN,Win
2024-01-02 02:25:00,1.88648,DOWN,Lose
2024-01-02 02:26:00,1.88824,UP,Win
2024-01-02 02:27:00,1.88457,DOWN,Lose
2024-01-02 02:28:00,1.8763,UP,Win
2024-01-02 02:29:00,1.87716,DOWN,Lose
2024-01-02 02:30:00,1.86644,DOWN,Win
2024-01-02 02:31:00,1.83722,DOWN,Lose
2024-01-02 02:32:00,1.84159,DOWN,Win
2024-01-02 02:33:00,1.85063,DOWN,Lose
2024-01-02 02:34:00,1.827,UP,Win
2024-01-02 02:35:00,1.8169,UP,Win
2024-01-02 02:36:00,1.82309,DOWN,Win
2024-01-02 02:37:00,1.84367,DOWN,Lose
2024-01-02 02:38:00,1.84388,DOWN,Win
2024-01-02 02:39:00,1.8366,UP,Win
2024-01-02 02:40:00,1.83477,UP,Win
2024-01-02 02:41:00,1.84852,UP,Lose
2024-01-02 02:42:00,1.84206,UP,Win
2024-01-02 02:43:00,1.83406,UP,Lose
2024-01-02 02:44:00,1.82924,UP,Win
2024-01-02 02:45:00,1.8197,UP,Lose
2024-01-02 02:46:00,1.82093,UP,Lose
2024-01-02 02:47:00,1.83718,DOWN,Win
2024-01-02 02:48:00,1.84041,UP,Lose
2024-01-02 02:49:00,1.83788,UP,Lose
2024-01-02 02:50:00,1.83497,UP,Win
2024-01-02 02:51:00,1.81933,UP,Lose
2024-01-02 02:52:00,1.82817,DOWN,Lose
2024-01-02 02:53:00,1.82739,UP,Lose
2024-01-02 02:54:00,1.82558,DOWN,Lose
2024-01-02 02:55:00,1.85751,DOWN,Win
2024-01-02 02:56:00,1.8605,DOWN,Lose
2024-01-02 02:57:00,1.85298,UP,Lose
2024-01-02 02:58:00,1.84872,UP,Win
2024-01-02 02:59:00,1.8602,UP,Win
2024-01-02 03:00:00,1.86134,DOWN,Lose
2024-01-02 03:01:00,1.84695,DOWN,Win
2024-01-02 03:02:00,1.85615,DOWN,Win
2024-01-02 03:03:00,1.84946,DOWN,Win
2024-01-02 03:04:00,1.8682,UP,Win
2024-01-02 03:05:00,1.879,UP,Win
2024-01-02 03:06:00,1.87453,UP,Win
2024-01-02 03:07:00,1.88734,DOWN,Win
2024-01-02 03:08:00,1.88801,DOWN,Win
2024-01-02 03:09:00,1.89654,UP,Win
2024-01-02 03:10:00,1.90139,UP,Lose
2024-01-02 03:11:00,1.89293,DOWN,Lose
2024-01-02 03:12:00,1.88649,UP,Lose
2024-01-02 03:13:00,1.89679,UP,Lose
2024-01-02 03:14:00,1.89344,DOWN,Lose
2024-01-02 03:15:00,1.88941,DOWN,Win
2024-01-02 03:16:00,1.87985,DOWN,Win
2024-01-02 03:17:00,1.88409,UP,Lose
2024-01-02 03:18:00,1.90472,DOWN,Lose
2024-01-02 03:19:00,1.89404,UP,Win
2024-01-02 03:20:00,1.89428,UP,Lose
2024-01-02 03:21:00,1.9084,DOWN,Win
2024-01-02 03:22:00,1.90761,UP,Lose
2024-01-02 03:23:00,1.91213,DOWN,Win
2024-01-02 03:24:00,1.90151,DOWN,Lose
2024-01-02 03:25:00,1.90579,UP,Win
2024-01-02 03:26:00,1.90392,UP,Lose
2024-01-02 03:27:00,1.91378,DOWN,Lose
2024-01-02 03:28:00,1.92565,DOWN,Win
2024-01-02 03:29:00,1.95155,DOWN,Win
2024-01-02 03:30:00,1.95734,DOWN,Lose
2024-01-02 03:31:00,1.9606,DOWN,Lose
2024-01-02 03:32:00,1.96254,DOWN,Win
2024-01-02 03:33:00,1.95901,UP,Win
2024-01-02 03:34:00,1.9624,UP,Win
2024-01-02 03:35:00,1.95944,UP,Lose
2024-01-02 03:36:00,1.96113,UP,Lose
2024-01-02 03:37:00,1.9743,DOWN,Win
2024-01-02 03:38:00,1.96424,UP,Lose
2024-01-02 03:39:00,1.97564,UP,Lose
2024-01-02 03:40:00,1.98881,DOWN,Win
2024-01-02 03:41:00,1.98763,UP,Lose
2024-01-02 03:42:00,1.96641,DOWN,Win
2024-01-02 03:43:00,1.96033,DOWN,Win
2024-01-02 03:44:00,1.9733,DOWN,Lose
2024-01-02 03:45:00,1.97307,DOWN,Lose
2024-01-02 03:46:00,1.96308,DOWN,Win
2024-01-02 03:47:00,1.95803,UP,Win
2024-01-02 03:48:00,1.96644,UP,Win
2024-01-02 03:49:00,1.97191,UP,Lose
2024-01-02 03:50:00,1.96952,DOWN,Win
2024-01-02 03:51:00,1.96585,UP,Win
2024-01-02 03:52:00,1.96193,UP,Win
2024-01-02 03:53:00,1.95271,UP,Win
2024-01-02 03:54:00,1.96886,UP,Lose
2024-01-02 03:55:00,1.96564,DOWN,Lose
2024-01-02 03:56:00,1.97781,UP,Win
2024-01-02 03:57:00,1.99302,DOWN,Lose
2024-01-02 03:58:00,2.003,DOWN,Lose
2024-01-02 03:59:00,1.99869,UP,Lose
2024-01-02 04:00:00,2.00273,DOWN,Win
2024-01-02 04:01:00,2.00248,DOWN,Lose
2024-01-02 04:02:00,1.99345,DOWN,Lose
2024-01-02 04:03:00,1.99669,DOWN,Win
2024-01-02 04:04:00,1.9849,DOWN,Win
2024-01-02 04:05:00,1.99678,DOWN,Lose
2024-01-02 04:06:00,1.99213,DOWN,Lose
2024-01-02 04:07:00,1.99414,UP,Win
2024-01-02 04:08:00,1.99697,UP,Win
2024-01-02 04:09:00,1.99439,DOWN,Win
2024-01-02 04:10:00,2.00025,DOWN,Win
2024-01-02 04:11:00,1.9955,UP,Lose
2024-01-02 04:12:00,2.00422,UP,Win
2024-01-02 04:13:00,1.99076,UP,Lose
2024-01-02 04:14:00,1.99202,UP,Lose
2024-01-02 04:15:00,2.01141,DOWN,Lose
2024-01-02 04:16:00,2.00141,DOWN,Win
2024-01-02 04:17:00,1.99463,UP,Win
2024-01-02 04:18:00,1.99977,UP,Lose
2024-01-02 04:19:00,2.00156,UP,Lose
2024-01-02 04:20:00,2.00507,UP,Lose
2024-01-02 04:21:00,2.00996,DOWN,Lose
2024-01-02 04:22:00,2.01631,UP,Lose
2024-01-02 04:23:00,2.02741,UP,Win
2024-01-02 04:24:00,2.0315,UP,Win
2024-01-02 04:25:00,2.02909,DOWN,Win
2024-01-02 04:26:00,2.03582,DOWN,Lose
2024-01-02 04:27:00,2.05482,DOWN,Lose
2024-01-02 04:28:00,2.05349,UP,Win
2024-01-02 04:29:00,2.04374,UP,Win
2024-01-02 04:30:00,2.05482,UP,Lose
2024-01-02 04:31:00,2.05361,DOWN,Win
2024-01-02 04:32:00,2.03189,DOWN,Win
2024-01-02 04:33:00,2.04036,UP,Win
2024-01-02 04:34:00,2.03501,UP,Lose
2024-01-02 04:35:00,2.0341,DOWN,Lose
2024-01-02 04:36:00,2.03742,UP,Win
2024-01-02 04:37:00,2.03933,UP,Lose
2024-01-02 04:38:00,2.04642,UP,Win
2024-01-02 04:39:00,2.04207,DOWN,Win
2024-01-02 04:40:00,2.0472,UP,Lose
2024-01-02 04:41:00,2.0446,UP,Lose
2024-01-02 04:42:00,2.05199,UP,Lose
2024-01-02 04:43:00,2.05814,UP,Win
2024-01-02 04:44:00,2.04879,DOWN,Win
2024-01-02 04:45:00,2.05965,DOWN,Win
2024-01-02 04:46:00,2.05429,DOWN,Lose
2024-01-02 04:47:00,2.06237,UP,Win
2024-01-02 04:48:00,2.06604,DOWN,Win
2024-01-02 04:49:00,2.08442,UP,Win
2024-01-02 04:50:00,2.08219,DOWN,Win
2024-01-02 04:51:00,2.0787,UP,Lose
2024-01-02 04:52:00,2.0785,DOWN,Lose
2024-01-02 04:53:00,2.07547,DOWN,Lose
2024-01-02 04:54:00,2.08347,DOWN,Win
2024-01-02 04:55:00,2.06731,UP,Win
2024-01-02 04:56:00,2.05677,UP,Win
2024-01-02 04:57:00,2.04609,UP,Lose
2024-01-02 04:58:00,2.05559,DOWN,Lose
2024-01-02 04:59:00,2.0727,UP,Lose
2024-01-02 05:00:00,2.07166,UP,Lose
2024-01-02 05:01:00,2.06997,UP,Lose
2024-01-02 05:02:00,2.07067,UP,Win
2024-01-02 05:03:00,2.08229,UP,Lose
2024-01-02 05:04:00,2.07301,UP,Lose
2024-01-02 05:05:00,2.0754,DOWN,Lose
2024-01-02 05:06:00,2.08515,DOWN,Win
2024-01-02 05:07:00,2.09016,UP,Lose
2024-01-02 05:08:00,2.09206,DOWN,Lose
2024-01-02 05:09:00,2.10207,DOWN,Lose
2024-01-02 05:10:00,2.07503,UP,Win
2024-01-02 05:11:00,2.08181,UP,Win
2024-01-02 05:12:00,2.07527,DOWN,Lose
2024-01-02 05:13:00,2.05697,UP,Lose
2024-01-02 05:14:00,2.06208,DOWN,Lose
2024-01-02 05:15:00,2.07581,DOWN,Lose
2024-01-02 05:16:00,2.07444,DOWN,Win
2024-01-02 05:17:00,2.08397,UP,Lose
2024-01-02 05:18:00,2.10009,DOWN,Win
2024-01-02 05:19:00,2.11324,UP,Lose
2024-01-02 05:20:00,2.12964,UP,Win
2024-01-02 05:21:00,2.13706,UP,Win
2024-01-02 05:22:00,2.13782,UP,Lose
2024-01-02 05:23:00,2.1218,UP,Win
2024-01-02 05:24:00,2.11934,DOWN,Lose
2024-01-02 05:25:00,2.1109,UP,Win
2024-01-02 05:26:00,2.13261,UP,Win
2024-01-02 05:27:00,2.13085,UP,Lose
2024-01-02 05:28:00,2.13209,UP,Lose
2024-01-02 05:29:00,2.1376,UP,Win
2024-01-02 05:30:00,2.13804,DOWN,Win
2024-01-02 05:31:00,2.15499,UP,Lose
2024-01-02 05:32:00,2.14876,UP,Lose
2024-01-02 05:33:00,2.15071,DOWN,Lose
2024-01-02 05:34:00,2.14328,UP,Win
2024-01-02 05:35:00,2.13008,DOWN,Lose
2024-01-02 05:36:00,2.12396,DOWN,Lose
2024-01-02 05:37:00,2.12359,DOWN,Win
2024-01-02 05:38:00,2.1193,DOWN,Lose
2024-01-02 05:39:00,2.11238,UP,Lose
2024-01-02 05:40:00,2.09831,UP,Lose
2024-01-02 05:41:00,2.09748,DOWN,Lose
2024-01-02 05:42:00,2.08244,DOWN,Win
2024-01-02 05:43:00,2.09004,UP,Lose
2024-01-02 05:44:00,2.09086,DOWN,Lose
2024-01-02 05:45:00,2.07628,DOWN,Lose
2024-01-02 05:46:00,2.07319,DOWN,Lose
2024-01-02 05:47:00,2.06567,UP,Lose
2024-01-02 05:48:00,2.06886,DOWN,Lose
2024-01-02 05:49:00,2.08227,UP,Win
2024-01-02 05:50:00,2.06352,UP,Win
2024-01-02 05:51:00,2.06467,UP,Win
2024-01-02 05:52:00,2.06306,DOWN,Lose
2024-01-02 05:53:00,2.06978,DOWN,Lose
2024-01-02 05:54:00,2.07191,UP,Lose
